disease,symptoms,disease_id
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
bipolar disorder,"depressive or psychotic symptoms,depression,anxiety and nervousness",19
amyloidosis,"shortness of breath,fatigue,anxiety and nervousness",4
amyloidosis,"shortness of breath,fatigue,anxiety and nervousness",4
amyloidosis,"shortness of breath,fatigue,anxiety and nervousness",4
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
scleroderma,,165
myasthenia gravis,"double vision,weakness,fatigue",119
myasthenia gravis,"double vision,weakness,fatigue",119
myasthenia gravis,"double vision,weakness,fatigue",119
myasthenia gravis,"double vision,weakness,fatigue",119
myasthenia gravis,"double vision,weakness,fatigue",119
myasthenia gravis,"double vision,weakness,fatigue",119
myasthenia gravis,"double vision,weakness,fatigue",119
hypoglycemia,"depressive or psychotic symptoms,weakness,dizziness",88
hypoglycemia,"depressive or psychotic symptoms,weakness,dizziness",88
hypoglycemia,"depressive or psychotic symptoms,weakness,dizziness",88
hypoglycemia,"depressive or psychotic symptoms,weakness,dizziness",88
plantar fasciitis,"foot or toe pain,ankle pain,knee pain",143
plantar fasciitis,"foot or toe pain,ankle pain,knee pain",143
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
pemphigus,"skin lesion,skin rash,abnormal appearing skin",138
hiatal hernia,"sharp abdominal pain,sharp chest pain,nausea",79
hiatal hernia,"sharp abdominal pain,sharp chest pain,nausea",79
hiatal hernia,"sharp abdominal pain,sharp chest pain,nausea",79
hiatal hernia,"sharp abdominal pain,sharp chest pain,nausea",79
hiatal hernia,"sharp abdominal pain,sharp chest pain,nausea",79
hiatal hernia,"sharp abdominal pain,sharp chest pain,nausea",79
hiatal hernia,"sharp abdominal pain,sharp chest pain,nausea",79
hiatal hernia,"sharp abdominal pain,sharp chest pain,nausea",79
hiatal hernia,"sharp abdominal pain,sharp chest pain,nausea",79
hiatal hernia,"sharp abdominal pain,sharp chest pain,nausea",79
hiatal hernia,"sharp abdominal pain,sharp chest pain,nausea",79
hiatal hernia,"sharp abdominal pain,sharp chest pain,nausea",79
chronic otitis media,"redness in ear,ear pain,nasal congestion",36
chronic otitis media,"redness in ear,ear pain,nasal congestion",36
chronic otitis media,"redness in ear,ear pain,nasal congestion",36
chronic otitis media,"redness in ear,ear pain,nasal congestion",36
polymyalgia rheumatica,"fatigue,shoulder pain,leg pain",148
polymyalgia rheumatica,"fatigue,shoulder pain,leg pain",148
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
bladder cancer,"blood in urine,retention of urine,symptoms of bladder",20
sciatica,"back pain,leg pain,low back pain",164
sciatica,"back pain,leg pain,low back pain",164
sciatica,"back pain,leg pain,low back pain",164
sciatica,"back pain,leg pain,low back pain",164
sciatica,"back pain,leg pain,low back pain",164
sciatica,"back pain,leg pain,low back pain",164
sciatica,"back pain,leg pain,low back pain",164
hypercalcemia,"weakness,dizziness,loss of sensation",84
hypercalcemia,"weakness,dizziness,loss of sensation",84
hypercalcemia,"weakness,dizziness,loss of sensation",84
varicose veins,"skin lesion,leg pain,peripheral edema",196
varicose veins,"skin lesion,leg pain,peripheral edema",196
hirsutism,"unwanted hair,unpredictable menstruation,acne or pimples",81
hirsutism,"unwanted hair,unpredictable menstruation,acne or pimples",81
hirsutism,"unwanted hair,unpredictable menstruation,acne or pimples",81
hirsutism,"unwanted hair,unpredictable menstruation,acne or pimples",81
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
lymphoma,"fatigue,neck mass,regurgitation",108
hepatic encephalopathy,"depressive or psychotic symptoms,sharp abdominal pain,shortness of breath",77
hepatic encephalopathy,"depressive or psychotic symptoms,sharp abdominal pain,shortness of breath",77
hepatic encephalopathy,"depressive or psychotic symptoms,sharp abdominal pain,shortness of breath",77
leishmaniasis,"pain in eye,shoulder cramps or spasms,facial pain",100
leishmaniasis,"pain in eye,shoulder cramps or spasms,facial pain",100
leishmaniasis,"pain in eye,shoulder cramps or spasms,facial pain",100
leishmaniasis,"pain in eye,shoulder cramps or spasms,facial pain",100
leishmaniasis,"pain in eye,shoulder cramps or spasms,facial pain",100
leishmaniasis,"pain in eye,shoulder cramps or spasms,facial pain",100
leishmaniasis,"pain in eye,shoulder cramps or spasms,facial pain",100
leishmaniasis,"pain in eye,shoulder cramps or spasms,facial pain",100
leishmaniasis,"pain in eye,shoulder cramps or spasms,facial pain",100
leishmaniasis,"pain in eye,shoulder cramps or spasms,facial pain",100
leishmaniasis,"pain in eye,shoulder cramps or spasms,facial pain",100
leishmaniasis,"pain in eye,shoulder cramps or spasms,facial pain",100
syringomyelia,"back pain,shoulder pain,headache",178
syringomyelia,"back pain,shoulder pain,headache",178
syringomyelia,"back pain,shoulder pain,headache",178
syringomyelia,"back pain,shoulder pain,headache",178
syringomyelia,"back pain,shoulder pain,headache",178
syringomyelia,"back pain,shoulder pain,headache",178
pulmonary fibrosis,"shortness of breath,cough,sharp chest pain",156
pulmonary fibrosis,"shortness of breath,cough,sharp chest pain",156
pulmonary fibrosis,"shortness of breath,cough,sharp chest pain",156
pulmonary fibrosis,"shortness of breath,cough,sharp chest pain",156
pulmonary fibrosis,"shortness of breath,cough,sharp chest pain",156
pulmonary fibrosis,"shortness of breath,cough,sharp chest pain",156
pulmonary fibrosis,"shortness of breath,cough,sharp chest pain",156
pulmonary fibrosis,"shortness of breath,cough,sharp chest pain",156
gout,"foot or toe pain,knee pain,foot or toe swelling",69
gout,"foot or toe pain,knee pain,foot or toe swelling",69
gout,"foot or toe pain,knee pain,foot or toe swelling",69
gout,"foot or toe pain,knee pain,foot or toe swelling",69
gout,"foot or toe pain,knee pain,foot or toe swelling",69
gout,"foot or toe pain,knee pain,foot or toe swelling",69
gout,"foot or toe pain,knee pain,foot or toe swelling",69
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
otitis media,"ear pain,fever,cough",131
myelodysplastic syndrome,"fatigue,chills,difficulty speaking",120
myelodysplastic syndrome,"fatigue,chills,difficulty speaking",120
myelodysplastic syndrome,"fatigue,chills,difficulty speaking",120
myelodysplastic syndrome,"fatigue,chills,difficulty speaking",120
myelodysplastic syndrome,"fatigue,chills,difficulty speaking",120
myelodysplastic syndrome,"fatigue,chills,difficulty speaking",120
gastrointestinal hemorrhage,"blood in stool,rectal bleeding,sharp abdominal pain",65
gastrointestinal hemorrhage,"blood in stool,rectal bleeding,sharp abdominal pain",65
gastrointestinal hemorrhage,"blood in stool,rectal bleeding,sharp abdominal pain",65
gastrointestinal hemorrhage,"blood in stool,rectal bleeding,sharp abdominal pain",65
seborrheic dermatitis,,167
seborrheic dermatitis,,167
seborrheic dermatitis,,167
seborrheic dermatitis,,167
seborrheic dermatitis,,167
seborrheic dermatitis,,167
seborrheic dermatitis,,167
seborrheic dermatitis,,167
seborrheic dermatitis,,167
seborrheic dermatitis,,167
seborrheic dermatitis,,167
seborrheic dermatitis,,167
scurvy,"sharp abdominal pain,skin moles,knee lump or mass",166
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
narcolepsy,"sleepiness,fatigue,apnea",121
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
anxiety,"anxiety and nervousness,depression,sharp chest pain",8
leukemia,"fatigue,fever,mouth pain",102
leukemia,"fatigue,fever,mouth pain",102
leukemia,"fatigue,fever,mouth pain",102
leukemia,"fatigue,fever,mouth pain",102
leukemia,"fatigue,fever,mouth pain",102
leukemia,"fatigue,fever,mouth pain",102
leukemia,"fatigue,fever,mouth pain",102
leukemia,"fatigue,fever,mouth pain",102
leukemia,"fatigue,fever,mouth pain",102
leukemia,"fatigue,fever,mouth pain",102
leukemia,"fatigue,fever,mouth pain",102
leukemia,"fatigue,fever,mouth pain",102
leukemia,"fatigue,fever,mouth pain",102
leukemia,"fatigue,fever,mouth pain",102
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
osteoarthritis,"knee pain,hip pain,shoulder pain",129
pharyngitis,"cough,fever,sore throat",141
pharyngitis,"cough,fever,sore throat",141
pharyngitis,"cough,fever,sore throat",141
pharyngitis,"cough,fever,sore throat",141
pharyngitis,"cough,fever,sore throat",141
pharyngitis,"cough,fever,sore throat",141
pharyngitis,"cough,fever,sore throat",141
hypocalcemia,"shortness of breath,sharp abdominal pain,loss of sensation",87
hypocalcemia,"shortness of breath,sharp abdominal pain,loss of sensation",87
hypocalcemia,"shortness of breath,sharp abdominal pain,loss of sensation",87
hypocalcemia,"shortness of breath,sharp abdominal pain,loss of sensation",87
hypocalcemia,"shortness of breath,sharp abdominal pain,loss of sensation",87
